Experiment,Participant,Item,Order,Condition,Match,AntecedentNumber,NounGender,TargetResponseIdentical,ResponseComplete,Structure,NumberError,GenderError,OtherDifferences,Segment,Duration,Pause,Syllable
experiment1,s55,39,57,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,490,0,4
experiment1,s55,39,57,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,630,0,6
experiment1,s55,5,58,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,NA,NA,wrong_number,adverb,NA,NA,NA
experiment1,s55,5,58,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,NA,NA,wrong_number,antecedent,NA,NA,NA
experiment1,s55,5,58,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,NA,NA,wrong_number,attractor,NA,NA,NA
experiment1,s55,5,58,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,NA,NA,wrong_number,onset,NA,NA,NA
experiment1,s55,5,58,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,NA,NA,wrong_number,pronoun,NA,NA,NA
experiment1,s55,5,58,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,NA,NA,wrong_number,verb,NA,NA,NA
experiment1,s55,5,58,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,NA,NA,wrong_number,attractor_pronoun,NA,NA,NA
experiment1,s55,85,59,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,310,0,3
experiment1,s55,85,59,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,390,NA,4
experiment1,s55,85,59,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,450,0,4
experiment1,s55,85,59,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1656,NA,NA
experiment1,s55,85,59,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,310,0,3
experiment1,s55,85,59,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,360,0,4
experiment1,s55,85,59,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,620,0,6
experiment1,s55,106,60,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s55,106,60,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,510,NA,4
experiment1,s55,106,60,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,410,0,4
experiment1,s55,106,60,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1646,NA,NA
experiment1,s55,106,60,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,420,0,3
experiment1,s55,106,60,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,510,0,4
experiment1,s55,106,60,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,720,0,6
experiment1,s55,8,61,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s55,8,61,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,360,NA,4
experiment1,s55,8,61,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,400,0,4
experiment1,s55,8,61,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1476,NA,NA
experiment1,s55,8,61,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,240,0,2
experiment1,s55,8,61,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,340,0,4
experiment1,s55,8,61,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,540,0,5
experiment1,s55,79,62,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s55,79,62,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,460,NA,4
experiment1,s55,79,62,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,400,0,4
experiment1,s55,79,62,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1586,NA,NA
experiment1,s55,79,62,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,440,0,3
experiment1,s55,79,62,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,410,0,4
experiment1,s55,79,62,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,740,0,6
experiment1,s55,68,63,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,280,0,3
experiment1,s55,68,63,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,320,NA,4
experiment1,s55,68,63,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,400,0,4
experiment1,s55,68,63,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1496,NA,NA
experiment1,s55,68,63,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,300,0,3
experiment1,s55,68,63,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,380,0,4
experiment1,s55,68,63,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,580,0,6
experiment1,s55,42,64,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,290,0,3
experiment1,s55,42,64,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,370,NA,4
experiment1,s55,42,64,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,370,0,4
experiment1,s55,42,64,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1236,NA,NA
experiment1,s55,42,64,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,370,0,3
experiment1,s55,42,64,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,390,0,4
experiment1,s55,42,64,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,660,0,6
experiment1,s55,47,65,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s55,47,65,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,870,NA,4
experiment1,s55,47,65,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,380,0,4
experiment1,s55,47,65,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,876,NA,NA
experiment1,s55,47,65,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,460,0,3
experiment1,s55,47,65,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,360,0,4
experiment1,s55,47,65,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,780,0,6
experiment1,s55,45,66,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,yes,no,NA,adverb,NA,NA,NA
experiment1,s55,45,66,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,yes,no,NA,antecedent,NA,NA,NA
experiment1,s55,45,66,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,yes,no,NA,attractor,NA,NA,NA
experiment1,s55,45,66,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,yes,no,NA,onset,NA,NA,NA
experiment1,s55,45,66,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,yes,no,NA,pronoun,NA,NA,NA
experiment1,s55,45,66,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,yes,no,NA,verb,NA,NA,NA
experiment1,s55,45,66,sp,mismatch,singular,masculine,FALSE,yes,no_preposition,yes,no,NA,attractor_pronoun,NA,NA,NA
experiment1,s55,81,67,sp,mismatch,singular,feminine,FALSE,yes,no_preposition,yes,no,NA,adverb,NA,NA,NA
experiment1,s55,81,67,sp,mismatch,singular,feminine,FALSE,yes,no_preposition,yes,no,NA,antecedent,NA,NA,NA
experiment1,s55,81,67,sp,mismatch,singular,feminine,FALSE,yes,no_preposition,yes,no,NA,attractor,NA,NA,NA
experiment1,s55,81,67,sp,mismatch,singular,feminine,FALSE,yes,no_preposition,yes,no,NA,onset,NA,NA,NA
experiment1,s55,81,67,sp,mismatch,singular,feminine,FALSE,yes,no_preposition,yes,no,NA,pronoun,NA,NA,NA
experiment1,s55,81,67,sp,mismatch,singular,feminine,FALSE,yes,no_preposition,yes,no,NA,verb,NA,NA,NA
experiment1,s55,81,67,sp,mismatch,singular,feminine,FALSE,yes,no_preposition,yes,no,NA,attractor_pronoun,NA,NA,NA
experiment1,s55,94,68,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,310,0,3
experiment1,s55,94,68,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,750,NA,4
experiment1,s55,94,68,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,630,0,4
experiment1,s55,94,68,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,2186,NA,NA
experiment1,s55,94,68,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,330,0,3
experiment1,s55,94,68,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,490,0,4
experiment1,s55,94,68,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,640,0,6
experiment1,s55,56,69,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,310,0,3
experiment1,s55,56,69,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,460,NA,4
experiment1,s55,56,69,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,380,0,4
experiment1,s55,56,69,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1426,NA,NA
experiment1,s55,56,69,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,260,0,2
experiment1,s55,56,69,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,410,0,4
experiment1,s55,56,69,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,570,0,5
experiment1,s55,71,70,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,340,0,3
experiment1,s55,71,70,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,1430,NA,4
experiment1,s55,71,70,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,1390,0,4
experiment1,s55,71,70,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,676,NA,NA
experiment1,s55,71,70,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,350,0,3
experiment1,s55,71,70,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,570,0,4
experiment1,s55,71,70,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,690,0,6
experiment1,s55,80,71,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s55,80,71,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,370,NA,4
experiment1,s55,80,71,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,420,0,4
experiment1,s55,80,71,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1386,NA,NA
experiment1,s55,80,71,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,320,0,3
experiment1,s55,80,71,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,370,0,4
experiment1,s55,80,71,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,640,0,6
experiment1,s55,54,72,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s55,54,72,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,420,NA,4
experiment1,s55,54,72,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,350,0,4
experiment1,s55,54,72,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1416,NA,NA
experiment1,s55,54,72,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,460,0,3
experiment1,s55,54,72,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,400,0,4
experiment1,s55,54,72,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,780,0,6
experiment1,s55,7,73,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,290,0,3
experiment1,s55,7,73,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,530,NA,4
experiment1,s55,7,73,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,590,0,4
experiment1,s55,7,73,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1306,NA,NA
experiment1,s55,7,73,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,450,0,3
experiment1,s55,7,73,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,450,0,4
experiment1,s55,7,73,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,740,0,6
experiment1,s55,1,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,290,0,3
experiment1,s55,1,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,410,NA,4
experiment1,s55,1,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,580,0,4
experiment1,s55,1,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1366,NA,NA
experiment1,s55,1,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,240,0,2
experiment1,s55,1,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,350,0,4
experiment1,s55,1,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,530,0,5
experiment1,s55,61,75,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s55,61,75,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,850,NA,4
experiment1,s55,61,75,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,610,0,4
experiment1,s55,61,75,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1206,NA,NA
experiment1,s55,61,75,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,350,0,3
experiment1,s55,61,75,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,380,0,4
experiment1,s55,61,75,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,670,0,6
experiment1,s55,66,76,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,adverb,NA,NA,NA
experiment1,s55,66,76,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,antecedent,NA,NA,NA
experiment1,s55,66,76,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,attractor,NA,NA,NA
experiment1,s55,66,76,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,onset,NA,NA,NA
experiment1,s55,66,76,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,pronoun,NA,NA,NA
experiment1,s55,66,76,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,verb,NA,NA,NA
experiment1,s55,66,76,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,attractor_pronoun,NA,NA,NA
experiment1,s55,48,77,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s55,48,77,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,740,NA,4
experiment1,s55,48,77,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,410,0,4
experiment1,s55,48,77,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1906,NA,NA
experiment1,s55,48,77,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,200,0,2
experiment1,s55,48,77,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,390,0,4
experiment1,s55,48,77,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,500,0,5
experiment1,s55,107,78,pp,match,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,adverb,NA,NA,NA
experiment1,s55,107,78,pp,match,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,antecedent,NA,NA,NA
experiment1,s55,107,78,pp,match,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,attractor,NA,NA,NA
experiment1,s55,107,78,pp,match,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,onset,NA,NA,NA
experiment1,s55,107,78,pp,match,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,pronoun,NA,NA,NA
experiment1,s55,107,78,pp,match,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,verb,NA,NA,NA
experiment1,s55,107,78,pp,match,plural,feminine,FALSE,yes,no_preposition,yes,no,NA,attractor_pronoun,NA,NA,NA
experiment1,s55,60,79,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,330,0,3
experiment1,s55,60,79,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,410,NA,4
experiment1,s55,60,79,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,350,0,4
experiment1,s55,60,79,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1406,NA,NA
experiment1,s55,60,79,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,340,0,3
experiment1,s55,60,79,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,310,0,4
experiment1,s55,60,79,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,670,0,6
experiment1,s55,46,80,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s55,46,80,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,470,NA,4
experiment1,s55,46,80,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,420,0,4
experiment1,s55,46,80,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1326,NA,NA
experiment1,s55,46,80,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,400,0,3
experiment1,s55,46,80,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,370,0,4
experiment1,s55,46,80,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,700,0,6
experiment1,s55,43,81,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,330,0,3
experiment1,s55,43,81,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,400,NA,4
experiment1,s55,43,81,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,450,0,4
experiment1,s55,43,81,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1326,NA,NA
experiment1,s55,43,81,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,490,0,3
experiment1,s55,43,81,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,360,0,4
experiment1,s55,43,81,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,820,0,6
experiment1,s55,53,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,340,0,3
experiment1,s55,53,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,390,NA,4
experiment1,s55,53,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,410,0,4
experiment1,s55,53,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1266,NA,NA
experiment1,s55,53,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,230,0,2
experiment1,s55,53,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,290,0,4
experiment1,s55,53,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,570,0,5
experiment1,s55,69,83,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s55,69,83,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,470,NA,4
experiment1,s55,69,83,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,380,0,4
experiment1,s55,69,83,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1356,NA,NA
experiment1,s55,69,83,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,300,0,3
experiment1,s55,69,83,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,360,0,4
experiment1,s55,69,83,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,600,0,6
experiment1,s55,90,84,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,NA,NA,wrong_number,adverb,NA,NA,NA
experiment1,s55,90,84,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,NA,NA,wrong_number,antecedent,NA,NA,NA
experiment1,s55,90,84,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,NA,NA,wrong_number,attractor,NA,NA,NA
experiment1,s55,90,84,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,NA,NA,wrong_number,onset,NA,NA,NA
experiment1,s55,90,84,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,NA,NA,wrong_number,pronoun,NA,NA,NA
experiment1,s55,90,84,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,NA,NA,wrong_number,verb,NA,NA,NA
experiment1,s55,90,84,ps,mismatch,plural,feminine,FALSE,yes,no_preposition,NA,NA,wrong_number,attractor_pronoun,NA,NA,NA
experiment1,s55,44,85,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s55,44,85,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,350,NA,4
experiment1,s55,44,85,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,370,0,4
experiment1,s55,44,85,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1476,NA,NA
experiment1,s55,44,85,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,270,0,2
experiment1,s55,44,85,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,390,0,4
experiment1,s55,44,85,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,570,0,5
experiment1,s55,75,86,pp,match,plural,feminine,FALSE,no,NA,NA,NA,NA,adverb,NA,NA,NA
experiment1,s55,75,86,pp,match,plural,feminine,FALSE,no,NA,NA,NA,NA,antecedent,NA,NA,NA
experiment1,s55,75,86,pp,match,plural,feminine,FALSE,no,NA,NA,NA,NA,attractor,NA,NA,NA
experiment1,s55,75,86,pp,match,plural,feminine,FALSE,no,NA,NA,NA,NA,onset,NA,NA,NA
experiment1,s55,75,86,pp,match,plural,feminine,FALSE,no,NA,NA,NA,NA,pronoun,NA,NA,NA
experiment1,s55,75,86,pp,match,plural,feminine,FALSE,no,NA,NA,NA,NA,verb,NA,NA,NA
experiment1,s55,75,86,pp,match,plural,feminine,FALSE,no,NA,NA,NA,NA,attractor_pronoun,NA,NA,NA
experiment1,s55,112,87,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,350,0,3
experiment1,s55,112,87,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,360,NA,4
experiment1,s55,112,87,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,290,0,4
experiment1,s55,112,87,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1496,NA,NA
experiment1,s55,112,87,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,360,0,3
experiment1,s55,112,87,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,370,0,4
experiment1,s55,112,87,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,710,0,6
experiment1,s55,6,88,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,280,0,3
experiment1,s55,6,88,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,470,NA,4
experiment1,s55,6,88,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,390,0,4
experiment1,s55,6,88,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1286,NA,NA
experiment1,s55,6,88,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,390,0,3
experiment1,s55,6,88,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,370,0,4
experiment1,s55,6,88,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,670,0,6
experiment1,s55,3,89,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s55,3,89,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,460,NA,4
experiment1,s55,3,89,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,460,0,4
experiment1,s55,3,89,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1486,NA,NA
experiment1,s55,3,89,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,490,0,3
experiment1,s55,3,89,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,340,0,4
experiment1,s55,3,89,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,810,0,6
experiment1,s55,29,90,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,260,0,3
experiment1,s55,29,90,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,310,NA,4
experiment1,s55,29,90,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,430,0,4
experiment1,s55,29,90,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1216,NA,NA
experiment1,s55,29,90,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,2120,0,2
experiment1,s55,29,90,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,410,0,4
experiment1,s55,29,90,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,2380,0,5
experiment1,s55,77,91,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,330,0,3
experiment1,s55,77,91,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,390,NA,4
experiment1,s55,77,91,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,460,0,4
